index,Reaction ID,MNX 1,MNX 2,MNX 3
1477,REPHACCOAI,MNXR113239,MNXR103993,
1478,RHAMFs,MNXR140546,,
1479,RIB1MPTS,MNXR113550,,
1480,RMI,MNXR138794,,
1481,RMK,MNXR104039,,
1482,RMPA,MNXR104043,,
1483,RNDR1,MNXR104060,,
1484,RNDR2,MNXR104062,,
1485,RNDR3,MNXR104064,,
1486,RNDR4,MNXR104066,,
1487,RPE,MNXR104083,,
1488,RPI,MNXR104084,MNXR106809,
1489,RZ5PP,MNXR104116,,
1490,S2FE2SR,MNXR104149,,
1491,S2FE2SS,MNXR104150,,
1492,S2FE2SS2,MNXR104151,,
1493,S2FE2ST,MNXR104152,,
1494,S4FE4SR,MNXR104171,,
1495,S4FE4ST,MNXR104172,,
1496,S6PGB,MNXR109345,,
1497,S7PI,MNXR104235,,
1498,SADT,MNXR104240,,
1499,SADT2,MNXR104241,,
1500,SALOR,MNXR106704,,
1501,SAMAAT,MNXR109812,,
1502,SAMAT,MNXR109811,,
1503,SAMP1MET,MNXR110923,,
1504,SARCOX,MNXR104272,,
1505,SBP_1,MNXR104279,,
1506,SBTD_D2,MNXR138822,,
1507,SCYSDS,MNXR104298,,
1508,SDPDS,MNXR104300,,
1509,SDPTA,MNXR104301,,
1510,SEPHCHCS,MNXR115179,MNXR104329,
1511,SERAT,MNXR104275,,
1512,SERD_L,MNXR104339,,
1513,SERTRS,MNXR104350,MNXR123879,
1514,SHCHCC,MNXR97796,,
1515,SHCHCS3,MNXR104372,MNXR111742,MNXR122756
1516,SHCHD2,MNXR104373,,
1517,SHCHF,MNXR104375,,
1518,SHK3Dr,MNXR104378,,
1519,SHKK,MNXR104379,,
1520,SHSL1,MNXR104380,,
1521,SHSL2,MNXR138828,,
1522,SHSL4r,MNXR104384,,
1523,SLD,MNXR104442,,
1524,SORB6PP,MNXR107787,,
1525,SORBDH,MNXR140857,,
1526,SPMS,MNXR95860,,
1527,SPODM,MNXR104498,,
1528,SPRMS,MNXR96042,,
1529,SQLCYC1,MNXR104526,,
1530,SQLCYC2,MNXR104527,,
1531,SSALx,MNXR104540,,
1532,SSALy,MNXR104541,,
1533,SSBUTDH,MNXR108359,MNXR107453,
1534,STACHGALACT,MNXR100010,,
1535,STRP6K,MNXR107388,,
1536,SUCBZL,MNXR104612,,
1537,SUCBZS,MNXR108605,MNXR104613,
1538,SUCD9,MNXR139089,,
1539,SUCOAGCT,MNXR118875,,
1540,SUCOAICT,MNXR107488,,
1541,SUCOAS,MNXR104635,,
1542,SUCOMALT,MNXR106517,,
1543,SUCR,MNXR138841,,
1544,SULFPDH,MNXR117124,,
1545,SULR_syn,MNXR104653,,
1546,SULRi,MNXR104650,,
1547,T2DECAI,MNXR104659,,
1548,TAG6ISOs,MNXR120562,,
1549,TAGO,MNXR104709,,
1550,TALA,MNXR138846,,
1551,TALAb,MNXR104715,,
1552,TAUDO,MNXR104730,,
1553,TBFORMD,MNXR121038,,
1554,TDP,MNXR104756,,
1555,TDPDRE,MNXR104759,MNXR138853,
1556,TDPDRR,MNXR104760,MNXR138854,MNXR139139
1557,TDPGDH,MNXR104761,,
1558,TECA1S,MNXR104767,,
1559,TECA2S,MNXR104769,,
1560,TECA3S,MNXR104771,,
1561,TGBPA,MNXR104798,,
1562,THCHDH,MNXR139624,,
1563,THDPLOR,MNXR139259,,
1564,THDPS,MNXR138858,MNXR104806,
1565,THFAT,MNXR99614,,
1566,THFGLUS,MNXR139015,MNXR104808,
1567,THIORDXi,MNXR104815,,
1568,THPAT,MNXR95864,MNXR138054,
1569,THPICHYDs,MNXR139271,MNXR108820,
1570,THRA2i,MNXR104834,,
1571,THRAi,MNXR104833,,
1572,THRD,MNXR103402,,
1573,THRD_L,MNXR104714,,
1574,THRPDC,MNXR104843,,
1575,THRS,MNXR104846,,
1576,THRTRS,MNXR104848,,
1577,THYDNAPO,MNXR119468,,
1578,THYDNAPS,MNXR114272,,
1579,THZPSN3,MNXR104861,,
1580,TKT1,MNXR107105,MNXR104868,
1581,TKT2,MNXR138866,,
1582,TKT2h,MNXR104869,,
1583,TMDK1,MNXR104885,,
1584,TMDPP,MNXR138868,MNXR104887,
1585,TMDSf,MNXR104891,,
1586,TMETMO,MNXR109720,,
1587,TMK,MNXR104898,MNXR138875,
1588,TMPK,MNXR104907,,
1589,TMPPP,MNXR104908,,
1590,TOLOR,MNXR108251,,
1591,TPI,MNXR104918,,
1592,TRDR,MNXR104766,,
1593,TRE6PH,MNXR141020,MNXR104925,
1594,TRE6PP,MNXR138878,MNXR104926,
1595,TRE6PPP,MNXR115126,MNXR109822,
1596,TRE6PS,MNXR104927,,
1597,TREPP,MNXR140006,MNXR107696,
1598,TRPO2,MNXR104944,MNXR140843,
1599,TRPS1,MNXR104343,,
1600,TRPS2,MNXR104946,,
1601,TRPS3,MNXR99889,,
1602,TRPTRS,MNXR104948,,
1603,TRSARr,MNXR100682,,
1604,TRYP2MO,MNXR106639,,
1605,TRYPYRAT,MNXR113546,,
1606,TYRL,MNXR104993,,
1607,TYRMO,MNXR106346,,
1608,TYRTA,MNXR105000,,
1609,TYRTRS,MNXR105001,,
1610,UAAGDS,MNXR138890,,
1611,UAAGLS2,MNXR138892,MNXR105015,
1612,UACMAMO,MNXR138895,MNXR141026,
1613,UAG2E,MNXR141025,MNXR105024,
1614,UAGCVT,MNXR138898,MNXR105032,
1615,UAGDP,MNXR106519,MNXR138899,
1616,UAGPT3,MNXR139325,MNXR105037,
1617,UAMAGS,MNXR105038,MNXR138900,
1618,UAMAS,MNXR138901,MNXR141024,
1619,UAPGR,MNXR141027,MNXR138902,MNXR105041
1620,UDCPDP,MNXR105042,MNXR109723,
1621,UDCPDPS,MNXR110252,MNXR105043,
1622,UDPAGACA,MNXR112349,,
1623,UDPAMALA,MNXR108972,,
1624,UDPG4E,MNXR105057,MNXR138907,
1625,UDPGD,MNXR105063,,
1626,UDPGDC,MNXR105064,,
1627,UGAH,MNXR109676,MNXR105079,
1628,UGLT,MNXR140062,MNXR105090,MNXR138916
1629,UGLYCH,MNXR105091,,
1630,UGMDDS,MNXR109004,MNXR139294,
1631,ULA4NFT,MNXR140927,MNXR105113,MNXR139551
1632,UM4PCP,MNXR136006,,
1633,UMPK,MNXR105118,,
1634,UNDCAPPT,MNXR117153,,
1635,UNDEGLCT,MNXR121352,,
1636,UPP1S,MNXR105136,,
1637,UPP3MT,MNXR105137,,
1638,UPP3S,MNXR105139,,
1639,UPPDC1,MNXR105140,,
1640,UPPDC2,MNXR105141,,
1641,UPPRT,MNXR105142,,
1642,URCN,MNXR105150,,
1643,UREA,MNXR105153,,
1644,URECARB,MNXR124092,MNXR105149,
1645,URGLYUS,MNXR106681,,
1646,URHYD,MNXR112934,,
1647,URIH,MNXR105161,,
1648,URIK1,MNXR105162,,
1649,URIK2,MNXR105163,,
1650,URO,MNXR105144,,
1651,URO3MET,MNXR110922,,
1652,VALDHr,MNXR105183,,
1653,VALTA,MNXR96230,,
1654,VALTRS,MNXR105186,,
1655,VNDH,MNXR105208,,
1656,VNDH_2,MNXR105209,,
1657,VNDH_4,MNXR106904,,
1658,VNTDM,MNXR105212,,
1659,VOR1b,MNXR105214,MNXR112099,
1660,VOR2b,MNXR110859,MNXR105215,
1661,VOR3b,MNXR112100,MNXR105216,
1662,VPAMTr,MNXR105217,,
1663,WCOS,MNXR138920,,
1664,X5PL3E,MNXR105224,,
1665,XAND,MNXR105225,,
1666,XGLCOLIG,MNXR117526,,
1667,XLLGXYL,MNXR117528,,
1668,XLXG,MNXR117527,,
1669,XPPT,MNXR138922,MNXR105243,
1670,XTSNH,MNXR105245,,
1671,XYLI1,MNXR132633,MNXR105253,
1672,XYLI2,MNXR140069,MNXR138924,
1673,XYLK,MNXR105255,,
1674,XYLK2,MNXR138925,,
1675,XYLLAC,MNXR107499,,
1676,XYLR2,MNXR138947,,
1677,XYLR3,MNXR132760,,
1678,XYLTD_D,MNXR105262,,
1679,XYLTO,MNXR139501,,
1680,ZCARDS,MNXR122111,MNXR109123,
1681,ZCAROTDH2,MNXR105275,MNXR109125,
1682,r0120,MNXR138935,,
1683,r0163,MNXR105310,,
1684,r0686,MNXR105368,,
1685,r0708,MNXR105370,MNXR138944,
1686,r0775,MNXR138945,,
1687,r0777,MNXR105383,,
1688,2HXMPt6,MNXR94804,,
1689,5MTRt2,MNXR137957,,
1690,ABUTt2r,MNXR94994,,
1691,ACALDt,MNXR95212,,
1692,ACGApts,MNXR95253,,
1693,ACt2r,MNXR95429,,
1694,ADEt,MNXR95445,,
1695,ADNt2,MNXR95461,,
1696,AKGt2r,MNXR95661,,
1697,ALAabc,MNXR95703,,
1698,ALAt2r,MNXR95704,,
1699,ALAt4,MNXR95692,,
1700,ALLTNt2r,MNXR95770,,
1701,ANTHte,MNXR95845,,
1702,ARBabc,MNXR126447,,
1703,ARBt2r,MNXR126356,,
1704,ARGORNt7,MNXR95946,,
1705,ARGabc,MNXR95952,,
1706,ASNabc,MNXR96065,,
1707,ASNt2r,MNXR96066,,
1708,ASPabc,MNXR96103,,
1709,ASPt2_2,MNXR96104,,
1710,ASPt2r,MNXR96106,,
1711,ATPS4r,MNXR96136,MNXR96131,
1712,BHBt,MNXR96249,,
1713,BTNt2i,MNXR96334,,
1714,CA2abc1,MNXR96435,,
1715,CADVt,MNXR96445,,
1716,CBIabc,MNXR96467,,
1717,CBL1abc,MNXR96471,,
1718,CD2t4,MNXR134967,,
1719,CELLBabc,MNXR96587,,
1720,CHLabc,MNXR96691,,
1721,CHLt2,MNXR96692,,
1722,CITt7,MNXR96752,,
1723,CO2t,MNXR96810,,
1724,CSNt2,MNXR96929,,
1725,CUt3,MNXR96953,MNXR124010,
1726,CYSabc,MNXR97025,,
1727,CYTBD2,MNXR112913,MNXR97032,
1728,CYTDt2,MNXR97044,,
1729,DADNt2,MNXR97080,,
1730,DALAt2r,MNXR97135,,
1731,DAPabc,MNXR97146,,
1732,DCYTt2,MNXR97209,,
1733,DDGLCNt2r,MNXR138207,,
1734,DGSNt2,MNXR97325,,
1735,DHAt,MNXR97367,,
1736,DINSt2,MNXR97465,,
1737,DRIBt,MNXR138254,,
1738,DSERt2,MNXR97798,,
1739,DURIt2,MNXR97820,,
1740,D_LACt2,MNXR97838,,
1741,ENTERt,MNXR123417,,
1742,ETOHt,MNXR97980,,
1743,FE3abc,MNXR99525,,
1744,FORti,MNXR99620,,
1745,FRUpts,MNXR138359,,
1746,FRUpts2,MNXR138360,,
1747,FUMt2_2,MNXR99711,,
1748,GALabc,MNXR100023,,
1749,GALt2,MNXR100026,,
1750,GALt4,MNXR100028,,
1751,GAMpts,MNXR100034,,
1752,GLCNt2r,MNXR100209,,
1753,GLCRt2r,MNXR100221,,
1754,GLCpts,MNXR100237,,
1755,GLCt2,MNXR100238,,
1756,GLNabc,MNXR100258,,
1757,GLUabc,MNXR100299,,
1758,GLUt2r,MNXR100300,,
1759,GLUt4,MNXR100285,,
1760,GLYALDt,MNXR100311,,
1761,GLYBabc,MNXR100314,,
1762,GLYBt2r,MNXR100315,,
1763,GLYCLTt,MNXR100333,,
1764,GLYCLTt2r,MNXR100334,,
1765,GLYCt,MNXR100343,,
1766,GLYabc,MNXR100367,,
1767,GLYt2r,MNXR100368,,
1768,GLYt4,MNXR100351,,
1769,GSNt2,MNXR100434,MNXR123139,
1770,GUAt,MNXR100465,,
1771,GUAt2r,MNXR100466,,
1772,H2O2t,MNXR98640,,
1773,H2Ot,MNXR98641,,
1774,H2St1,MNXR100494,,
1775,HISabc,MNXR100644,,
1776,HISt2r,MNXR100645,,
1777,HYXNt,MNXR100749,,
1778,IDONt2r,MNXR100803,,
1779,ILEabc,MNXR100821,,
1780,ILEt2r,MNXR100822,,
1781,INDOLEt2r,MNXR100835,,
1782,INSt2,MNXR100850,,
1783,Kabc,MNXR100657,,
1784,LCTSabc,MNXR101024,,
1785,LEUabc,MNXR101054,,
1786,LEUt2r,MNXR101058,MNXR101055,
1787,LYSabc,MNXR101265,,
1788,LYSt2r,MNXR101266,,
1789,LYSt3r,MNXR101267,MNXR101266,
1790,L_LACt2r,MNXR101277,,
1791,MALTHXabc,MNXR138566,,
1792,MALTPTabc,MNXR138568,,
1793,MALTTRabc,MNXR138570,,
1794,MALTTTRabc,MNXR101360,,
1795,MALTabc,MNXR101362,,
1796,MALTpts,MNXR101363,,
1797,MALTt1r,MNXR101364,,
1798,MALt2_2,MNXR101370,,
1799,MALt2_3,MNXR101371,,
1800,MANpts,MNXR138580,,
1801,MANt2,MNXR101403,,
1802,MELIBt2,MNXR138587,,
1803,MEOHtr,MNXR101464,,
1804,METabc,MNXR101489,,
1805,MG2t,MNXR101507,,
1806,MNLpts,MNXR101677,,
1807,MNt2,MNXR101681,,
1808,MOBDabc,MNXR101689,,
1809,NACt,MNXR101808,,
1810,NADH17b,MNXR101870,,
1811,NADH8,MNXR101875,,
1812,NAt3_1,MNXR101803,,
1813,NAt3_15,MNXR101914,,
1814,NAt3_2,MNXR101915,,
1815,NH4t,MNXR101950,,
1816,NMNP,MNXR101972,,
1817,NO2t2r,MNXR101984,MNXR101985,
1818,NO3R2,MNXR101988,,
1819,NO3t,MNXR101992,,
1820,NO3t7,MNXR101995,,
1821,NOt,MNXR101998,,
1822,O2t,MNXR102090,,
1823,ORNabc,MNXR102222,,
1824,PHEt2r,MNXR102635,,
1825,PIt2r,MNXR102872,,
1826,PNTOt4,MNXR103054,,
1827,PPA_1,MNXR100808,,
1828,PPAt6,MNXR103092,,
1829,PROabc,MNXR103210,,
1830,PROt2r,MNXR103211,,
1831,PROt4,MNXR103197,,
1832,PTRCabc,MNXR103338,,
1833,PTRCt2,MNXR103340,,
1834,PYRt2,MNXR103385,,
1835,RAFFINt2,MNXR103416,,
1836,RIBabc,MNXR104034,,
1837,RMNabc,MNXR138795,,
1838,RMNt,MNXR138796,,
1839,SALCpts,MNXR104266,,
1840,SBTpts,MNXR104290,,
1841,SERt2r,MNXR104352,,
1842,SERt4,MNXR104346,,
1843,SKMt2,MNXR104393,,
1844,SO4t2,MNXR104466,,
1845,SPMDabc,MNXR104494,,
1846,SPMDt3,MNXR104497,,
1847,SUCCt2_2,MNXR104620,,
1848,SUCCt2_3,MNXR104621,,
1849,SUCCt2b,MNXR104622,,
1850,SUCD3,MNXR104628,,
1851,SUCFUMt,MNXR104633,,
1852,SUCRabc,MNXR104639,,
1853,SULabc,MNXR104655,,
1854,TARTRt7,MNXR104723,,
1855,TAURabc,MNXR104732,,
1856,THD2,MNXR101898,MNXR104805,
1857,THMDt2,MNXR104818,,
1858,THMabc,MNXR104827,MNXR138862,
1859,THRabc,MNXR104849,,
1860,THRt4,MNXR104842,,
1861,THYMt3r,MNXR104854,,
1862,TREabc,MNXR138881,,
1863,TREpts,MNXR138882,,
1864,TRPt2r,MNXR104950,,
1865,TYRt2r,MNXR105003,,
1866,URAt2,MNXR105148,,
1867,UREAt,MNXR105156,,
1868,URIt2,MNXR105166,,
1869,VALabc,MNXR105187,,
1870,VALt2r,MNXR105188,,
1871,XANt,MNXR105226,,
1872,XANt2,MNXR105227,,
1873,XTSNt2,MNXR105246,,
1874,XYLabc,MNXR115654,,
1875,XYLt2,MNXR123977,,
1876,ZNabc,MNXR105277,MNXR105281,
1877,tcaABC,MNXR121347,,
1878,DM_4crsol_c,MNXR97539,,
1879,DM_5drib_c,MNXR97542,,
1880,DM_aacald_c,MNXR97555,,
1881,DM_amob_c,MNXR97556,,
1882,EX_14glucan_e,MNXR97994,,
1883,EX_15dap_e,MNXR97995,,
1884,EX_23camp_e,MNXR97999,,
1885,EX_23ccmp_e,MNXR98000,,
1886,EX_23cgmp_e,MNXR98001,,
1887,EX_23cump_e,MNXR98002,,
1888,EX_26dap__M_e,MNXR98010,,
1889,EX_2ddglcn_e,MNXR138268,,
1890,EX_3amp_e,MNXR98034,,
1891,EX_3cmp_e,MNXR98037,,
1892,EX_3gmp_e,MNXR98040,,
1893,EX_3ump_e,MNXR98057,,
1894,EX_4abut_e,MNXR98058,,
1895,EX_5dglcn_e,MNXR98078,,
1896,EX_5mtr_e,MNXR138272,,
1897,EX_LalaDglu_e,MNXR98182,,
1898,EX_abt__D_e,MNXR98194,,
1899,EX_ac_e,MNXR98196,,
1900,EX_acald_e,MNXR98198,,
1901,EX_acgam_e,MNXR98208,,
1902,EX_acser_e,MNXR98225,,
1903,EX_ade_e,MNXR98229,,
1904,EX_adn_e,MNXR98230,,
1905,EX_agm_e,MNXR98239,,
1906,EX_akg_e,MNXR98247,,
1907,EX_ala_B_e,MNXR98248,,
1908,EX_ala__D_e,MNXR98255,,
1909,EX_ala__L_e,MNXR98256,,
1910,EX_alaala_e,MNXR98257,,
1911,EX_alltn_e,MNXR98261,,
1912,EX_amp_e,MNXR98264,,
1913,EX_anth_e,MNXR98270,,
1914,EX_arab__D_e,MNXR98277,,
1915,EX_arab__L_e,MNXR138282,,
1916,EX_arg__L_e,MNXR98286,,
1917,EX_asn__L_e,MNXR98292,,
1918,EX_aso3_e,MNXR98293,,
1919,EX_asp__L_e,MNXR98131,,
1920,EX_bhb_e,MNXR97562,,
1921,EX_btn_e,MNXR98304,,
1922,EX_ca2_e,MNXR98318,,
1923,EX_cbi_e,MNXR98325,,
1924,EX_cbl1_e,MNXR98326,,
1925,EX_cd2_e,MNXR138285,,
1926,EX_cellb_e,MNXR98335,,
1927,EX_chol_e,MNXR98339,,
1928,EX_chtbs_e,MNXR138286,,
1929,EX_cit_e,MNXR98346,,
1930,EX_citr__L_e,MNXR98348,,
1931,EX_cl_e,MNXR98349,,
1932,EX_cmp_e,MNXR98352,,
1933,EX_co2_e,MNXR98353,,
1934,EX_cobalt2_e,MNXR98356,,
1935,EX_csn_e,MNXR98376,,
1936,EX_cu2_e,MNXR98384,,
1937,EX_cu_e,MNXR98385,,
1938,EX_cys__L_e,MNXR98389,,
1939,EX_cytd_e,MNXR98392,,
1940,EX_dad_2_e,MNXR98393,,
1941,EX_damp_e,MNXR98396,,
1942,EX_dcmp_e,MNXR98400,,
1943,EX_dcyt_e,MNXR98402,,
1944,EX_dgmp_e,MNXR98407,,
1945,EX_dgsn_e,MNXR98408,,
1946,EX_dha_e,MNXR98409,,
1947,EX_dimp_e,MNXR98417,,
1948,EX_din_e,MNXR98418,,
1949,EX_drib_e,MNXR138289,,
1950,EX_dtmp_e,MNXR98433,,
1951,EX_dump_e,MNXR98434,,
1952,EX_duri_e,MNXR98435,,
1953,EX_etha_e,MNXR98459,,
1954,EX_etoh_e,MNXR98461,,
1955,EX_fald_e,MNXR97582,,
1956,EX_fe2_e,MNXR98464,,
1957,EX_fe3_e,MNXR98465,,
1958,EX_feroxB_e,MNXR98480,,
1959,EX_feroxE_e,MNXR98482,,
1960,EX_for_e,MNXR98490,,
1961,EX_fru_e,MNXR138293,,
1962,EX_fum_e,MNXR98523,,
1963,EX_g3pc_e,MNXR98526,,
1964,EX_g3pe_e,MNXR98527,,
1965,EX_g3pg_e,MNXR98528,,
1966,EX_g3pi_e,MNXR98529,,
1967,EX_g3ps_e,MNXR98530,,
1968,EX_gal_e,MNXR98535,,
1969,EX_galctn__D_e,MNXR98540,,
1970,EX_gam_e,MNXR98557,,
1971,EX_glc__D_e,MNXR98569,,
1972,EX_glcn_e,MNXR98574,,
1973,EX_glcr_e,MNXR98575,,
1974,EX_gln__L_e,MNXR98579,,
1975,EX_glu__L_e,MNXR98583,,
1976,EX_gly_e,MNXR98591,,
1977,EX_glyald_e,MNXR98596,,
1978,EX_glyb_e,MNXR98597,,
1979,EX_glyc3p_e,MNXR98599,,
1980,EX_glyc__R_e,MNXR98600,,
1981,EX_glyc_e,MNXR98602,,
1982,EX_glyclt_e,MNXR98603,,
1983,EX_gmp_e,MNXR98617,,
1984,EX_gsn_e,MNXR98626,,
1985,EX_gua_e,MNXR98632,,
1986,EX_h2o2_e,MNXR98640,,
1987,EX_h2o_e,MNXR98641,,
1988,EX_h2s_e,MNXR98642,,
1989,EX_h_e,MNXR98643,,
1990,EX_his__L_e,MNXR98656,,
1991,EX_hom__L_e,MNXR98658,,
1992,EX_hxan_e,MNXR98665,,
1993,EX_idon__L_e,MNXR98674,,
1994,EX_ile__L_e,MNXR98677,,
1995,EX_imp_e,MNXR98678,,
1996,EX_indole_e,MNXR98681,,
1997,EX_inost_e,MNXR98682,,
1998,EX_ins_e,MNXR98683,,
1999,EX_k_e,MNXR98686,,
2000,EX_lac__D_e,MNXR98694,,
2001,EX_lac__L_e,MNXR98695,,
2002,EX_lcts_e,MNXR98699,,
2003,EX_leu__L_e,MNXR98700,,
2004,EX_lipoate_e,MNXR98715,,
2005,EX_lys__L_e,MNXR98724,,
2006,EX_lyx__L_e,MNXR98725,,
2007,EX_mal__L_e,MNXR98731,,
2008,EX_malt_e,MNXR98733,,
2009,EX_malthp_e,MNXR98734,,
2010,EX_malthx_e,MNXR138303,,
2011,EX_maltpt_e,MNXR138304,,
2012,EX_malttr_e,MNXR138305,,
2013,EX_maltttr_e,MNXR98738,,
2014,EX_man_e,MNXR98741,,
2015,EX_melib_e,MNXR138308,,
2016,EX_meoh_e,MNXR98748,,
2017,EX_met__L_e,MNXR98753,,
2018,EX_mg2_e,MNXR98756,,
2019,EX_mn2_e,MNXR98761,,
2020,EX_mnl_e,MNXR98763,,
2021,EX_mobd_e,MNXR98764,,
2022,EX_n2o_e,MNXR98781,,
2023,EX_na1_e,MNXR97601,,
2024,EX_nac_e,MNXR98782,,
2025,EX_nh4_e,MNXR98786,,
2026,EX_ni2_e,MNXR138311,,
2027,EX_nmn_e,MNXR98789,,
2028,EX_no2_e,MNXR98790,,
2029,EX_no3_e,MNXR98791,,
2030,EX_no_e,MNXR97603,,
2031,EX_o2_e,MNXR98799,,
2032,EX_orn_e,MNXR98813,,
2033,EX_orot_e,MNXR98814,,
2034,EX_pac_e,MNXR98817,,
2035,EX_pacald_e,MNXR98818,,
2036,EX_phe__L_e,MNXR98845,,
2037,EX_pi_e,MNXR98854,,
2038,EX_pnto__R_e,MNXR98856,,
2039,EX_ppa_e,MNXR98857,,
2040,EX_pro__L_e,MNXR98866,,
2041,EX_ptrc_e,MNXR98888,,
2042,EX_pydam_e,MNXR98892,,
2043,EX_pydx_e,MNXR98893,,
2044,EX_pydxn_e,MNXR98894,,
2045,EX_pyr_e,MNXR98895,,
2046,EX_raffin_e,MNXR98900,,
2047,EX_rib__D_e,MNXR98911,,
2048,EX_rmn_e,MNXR138315,,
2049,EX_salcn_e,MNXR98923,,
2050,EX_sbt__D_e,MNXR98925,,
2051,EX_ser__D_e,MNXR98929,,
2052,EX_ser__L_e,MNXR98930,,
2053,EX_skm_e,MNXR98931,,
2054,EX_so4_e,MNXR98935,,
2055,EX_spmd_e,MNXR98940,,
2056,EX_succ_e,MNXR97619,,
2057,EX_sucr_e,MNXR98949,,
2058,EX_tartr__D_e,MNXR98954,,
2059,EX_taur_e,MNXR98956,,
2060,EX_thm_e,MNXR138318,,
2061,EX_thr__L_e,MNXR98977,,
2062,EX_thym_e,MNXR98979,,
2063,EX_thymd_e,MNXR98980,,
2064,EX_tre_e,MNXR138319,,
2065,EX_trp__L_e,MNXR98991,,
2066,EX_tungs_e,MNXR99001,,
2067,EX_tyr__L_e,MNXR99005,,
2068,EX_ump_e,MNXR99020,,
2069,EX_ura_e,MNXR99023,,
2070,EX_urea_e,MNXR99025,,
2071,EX_uri_e,MNXR99026,,
2072,EX_val__L_e,MNXR99031,,
2073,EX_vanlt_e,MNXR99033,,
2074,EX_xan_e,MNXR99041,,
2075,EX_xmp_e,MNXR138322,,
2076,EX_xtsn_e,MNXR99049,,
2077,EX_xyl__D_e,MNXR138323,,
2078,EX_xylt_e,MNXR99056,,
2079,EX_zn2_e,MNXR98152,,
